ID;Sursa de venit;Categorie;Tara;Platforma;Magazin;Retea afiliere;Comision;Tip comision;Recurent;Durata cookie;Valoare estimata client;Potential trafic;Competitie;Potential SEO;Dificultate;Dificultate aprobare;Venit lunar potential;Prioritate;URL;Status
AF0613;Comision afiliere — shop.oobyte.net;Afiliere;international;impact;shop.oobyte.net;impact;$4.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://shop.oobyte.net;activ
AF0614;Comision afiliere — umww.com;Afiliere;international;impact;umww.com;impact;$6.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.umww.com;activ
AF0615;Comision afiliere — wpslimseo.com;Afiliere;international;impact;wpslimseo.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://wpslimseo.com;activ
AF0616;Comision afiliere — tunefab.com;Afiliere;international;impact;tunefab.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.tunefab.com;activ
AF0617;Comision afiliere — muconvert.com;Afiliere;international;impact;muconvert.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://muconvert.com;activ
AF0618;Comision afiliere — luderejewelry.com;Afiliere;international;impact;luderejewelry.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.luderejewelry.com;activ
AF0619;Comision afiliere — onebioshop.com;Afiliere;international;impact;onebioshop.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://onebioshop.com/;activ
AF0620;Comision afiliere — ayzeze.com;Afiliere;international;impact;ayzeze.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ayzeze.com;activ
AF0621;Comision afiliere — lumiproxy.com;Afiliere;international;impact;lumiproxy.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.lumiproxy.com;activ
AF0622;Comision afiliere — ferratumbank.fi;Afiliere;international;impact;ferratumbank.fi;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ferratumbank.fi/;activ
AF0623;Comision afiliere — eldoradowaterpark.com;Afiliere;international;impact;eldoradowaterpark.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://eldoradowaterpark.com;activ
AF0624;Comision afiliere — fansjerseyhub1.com;Afiliere;international;awin;fansjerseyhub1.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://fansjerseyhub1.com/;activ
AF0625;Comision afiliere — navimow.segway.com;Afiliere;international;awin;navimow.segway.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://navimow.segway.com/;activ
AF0626;Comision afiliere — iprovpn.com;Afiliere;international;awin;iprovpn.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://iprovpn.com;activ
AF0627;Comision afiliere — aussui.com;Afiliere;international;awin;aussui.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://aussui.com/;activ
AF0628;Comision afiliere — xcaret.com;Afiliere;international;awin;xcaret.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.xcaret.com/es/parques-en-cancun/;activ
AF0629;Comision afiliere — hellosafe.com;Afiliere;international;awin;hellosafe.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://hellosafe.com/;activ
AF0630;Comision afiliere — aeternum.site;Afiliere;international;awin;aeternum.site;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.aeternum.site;activ
AF0631;Comision afiliere — shamtam.com;Afiliere;international;awin;shamtam.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://shamtam.com/;activ
AF0632;Comision afiliere — mi.com;Afiliere;international;awin;mi.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.mi.com/ro/event/offer-exclusive-deals/?utm_campaign=loeeu&utm_channel=affiliate&utm_medium=paid-affiliate&utm_type=1;activ
AF0633;Comision afiliere — yaasa.com;Afiliere;international;awin;yaasa.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://yaasa.com/;activ
AF0634;Comision afiliere — uniqpaid.com;Afiliere;international;awin;uniqpaid.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.uniqpaid.com;activ
AF0635;Comision afiliere — en.sinocare.com;Afiliere;international;awin;en.sinocare.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://en.sinocare.com/;activ
AF0636;Comision afiliere — tenways.com;Afiliere;international;awin;tenways.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.tenways.com/;activ
AF0637;Comision afiliere — jimmy.eu;Afiliere;international;awin;jimmy.eu;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://jimmy.eu/;activ
AF0638;Comision afiliere — deyestore.com;Afiliere;international;awin;deyestore.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.deyestore.com/;activ
AF0639;Comision afiliere — bizzbox.ai;Afiliere;international;awin;bizzbox.ai;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.bizzbox.ai/;activ
AF0640;Comision afiliere — us.laserpecker.net;Afiliere;international;awin;us.laserpecker.net;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://us.laserpecker.net/;activ
AF0641;Comision afiliere — qathu.com;Afiliere;international;awin;qathu.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://qathu.com/;activ
AF0642;Comision afiliere — wauglobal.com;Afiliere;international;awin;wauglobal.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://wauglobal.com/;activ
AF0643;Comision afiliere — opheliaeternity.com;Afiliere;international;awin;opheliaeternity.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://opheliaeternity.com;activ
AF0644;Comision afiliere — favibes.com;Afiliere;international;awin;favibes.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://favibes.com;activ
AF0645;Comision afiliere — datouboss.com;Afiliere;international;awin;datouboss.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://datouboss.com/;activ
AF0646;Comision afiliere — nothingprojector.com;Afiliere;international;awin;nothingprojector.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nothingprojector.com;activ
AF0647;Comision afiliere — layerline.io;Afiliere;international;awin;layerline.io;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://layerline.io/;activ
AF0648;Comision afiliere — glamspot.eu;Afiliere;international;awin;glamspot.eu;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://glamspot.eu;activ
AF0649;Comision afiliere — papique.com;Afiliere;international;awin;papique.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://papique.com/;activ
AF0650;Comision afiliere — jowissa.com;Afiliere;international;awin;jowissa.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.jowissa.com;activ
AF0651;Comision afiliere — kukirin-scooter.com;Afiliere;international;awin;kukirin-scooter.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.kukirin-scooter.com;activ
AF0652;Comision afiliere — dressndesign.com;Afiliere;international;awin;dressndesign.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://dressndesign.com/;activ
AF0653;Comision afiliere — needsnolabel.com;Afiliere;international;awin;needsnolabel.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.needsnolabel.com/;activ
AF0654;Comision afiliere — cronjager.com;Afiliere;international;awin;cronjager.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://cronjager.com;activ
AF0655;Comision afiliere — gshopper.com;Afiliere;international;awin;gshopper.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.gshopper.com;activ
AF0656;Comision afiliere — lunzo.ro;Afiliere;RO;awin;lunzo.ro;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.lunzo.ro;activ
AF0657;Comision afiliere — terezandhonor.com;Afiliere;international;awin;terezandhonor.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://terezandhonor.com;activ
AF0658;Comision afiliere — sexonic.eu;Afiliere;international;awin;sexonic.eu;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://sexonic.eu/;activ
AF0659;Comision afiliere — pl.trotec.com;Afiliere;international;awin;pl.trotec.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://pl.trotec.com/shop/;activ
AF0660;Comision afiliere — colamyhome.eu;Afiliere;international;awin;colamyhome.eu;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://colamyhome.eu/;activ
AF0661;Comision afiliere — lingzio.com;Afiliere;international;awin;lingzio.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://lingzio.com/;activ
AF0662;Comision afiliere — nutrinixy.com;Afiliere;international;awin;nutrinixy.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nutrinixy.com/;activ
AF0663;Comision afiliere — ourosjewels.com;Afiliere;international;awin;ourosjewels.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://ourosjewels.com/;activ
AF0664;Comision afiliere — fastestvpn.com;Afiliere;international;awin;fastestvpn.com;awin;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://fastestvpn.com;activ
AF0665;Comision afiliere — globalyo.com;Afiliere;international;impact;globalyo.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.globalyo.com/#get-data-section;activ
AF0666;Comision afiliere — tonymora.com;Afiliere;international;impact;tonymora.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://tonymora.com/en/;activ
AF0667;Comision afiliere — vixxar.com;Afiliere;international;impact;vixxar.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.vixxar.com;activ
AF0668;Comision afiliere — unaitalianhospitality.com;Afiliere;international;impact;unaitalianhospitality.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.unaitalianhospitality.com/en;activ
AF0669;Comision afiliere — appsbd.com;Afiliere;international;impact;appsbd.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://appsbd.com;activ
AF0670;Comision afiliere — notta.ai;Afiliere;international;impact;notta.ai;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.notta.ai/en;activ
AF0671;Comision afiliere — beachsim.com;Afiliere;international;impact;beachsim.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.beachsim.com;FARA LINK AFILIAT
AF0672;Comision afiliere — villassol.com;Afiliere;international;impact;villassol.com;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.villassol.com/en;activ
AF0673;Comision afiliere — beachpark.com.br;Afiliere;international;impact;beachpark.com.br;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://beachpark.com.br/en/;activ
AF0674;Comision afiliere — chanalai.com;Afiliere;international;impact;chanalai.com;impact;Online Booking: 6%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.chanalai.com/en/special-offers.html;activ
AF0675;Comision afiliere — mobilalaguna.ro;Afiliere;RO;2performant;mobilalaguna.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://mobilalaguna.ro;activ
AF0676;Comision afiliere — depox.ro;Afiliere;RO;2performant;depox.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.depox.ro;activ
AF0677;Comision afiliere — sevensins.ro;Afiliere;RO;2performant;sevensins.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.sevensins.ro;activ
AF0678;Comision afiliere — studioszel.ro;Afiliere;RO;2performant;studioszel.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.studioszel.ro;activ
AF0679;Comision afiliere — damiensaber.com;Afiliere;international;impact;damiensaber.com;impact;Online Sale: 5%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.damiensaber.com/;activ
AF0680;Comision afiliere — engwe-bikes-eu.com;Afiliere;international;impact;engwe-bikes-eu.com;impact;Online Sale: 3%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://engwe-bikes-eu.com/;activ
AF0681;Comision afiliere — nexters.com;Afiliere;international;impact;nexters.com;impact;Sign Up: USD0.10-USD8.00;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nexters.com;activ
AF0682;Comision afiliere — aronia-charlottenburg.ro;Afiliere;RO;2performant;aronia-charlottenburg.ro;2performant;12.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;are pagina;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://aronia-charlottenburg.ro/;activ
AF0683;Comision afiliere — answear.ro;Afiliere;RO;2performant;answear.ro;2performant;7.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://answear.ro;activ
AF0684;Comision afiliere — springfarma.com;Afiliere;international;2performant;springfarma.com;2performant;2.2;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.springfarma.com;activ
AF0685;Comision afiliere — scule365.ro;Afiliere;RO;2performant;scule365.ro;2performant;7.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.scule365.ro;activ
AF0686;Comision afiliere — carturesti.ro;Afiliere;RO;2performant;carturesti.ro;2performant;9.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;are pagina;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://carturesti.ro/;activ
AF0687;Comision afiliere — kinderauto.ro;Afiliere;RO;2performant;kinderauto.ro;2performant;8.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://kinderauto.ro;activ
AF0688;Comision afiliere — kitunghii.ro;Afiliere;RO;2performant;kitunghii.ro;2performant;15.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.kitunghii.ro;activ
AF0689;Comision afiliere — evomag.ro;Afiliere;RO;2performant;evomag.ro;2performant;1.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.evomag.ro/;activ
AF0690;Comision afiliere — noriel.ro;Afiliere;RO;2performant;noriel.ro;2performant;7.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;are pagina;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://noriel.ro/;activ
AF0691;Comision afiliere — fornello.ro;Afiliere;RO;2performant;fornello.ro;2performant;2.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.fornello.ro/;activ
AF0692;Comision afiliere — bazarulonline.ro;Afiliere;RO;2performant;bazarulonline.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://bazarulonline.ro/;activ
AF0693;Comision afiliere — librarie.net;Afiliere;international;2performant;librarie.net;2performant;9.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;are pagina;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.librarie.net/;activ
AF0694;Comision afiliere — petmax.ro;Afiliere;RO;2performant;petmax.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.petmax.ro;activ
AF0695;Comision afiliere — micul-meserias.ro;Afiliere;RO;2performant;micul-meserias.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://micul-meserias.ro/;activ
AF0696;Comision afiliere — remediumfarm.ro;Afiliere;RO;2performant;remediumfarm.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://remediumfarm.ro;activ
AF0697;Comision afiliere — drmax.ro;Afiliere;RO;2performant;drmax.ro;2performant;2.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.drmax.ro/;activ
AF0698;Comision afiliere — nailshop.ro;Afiliere;RO;2performant;nailshop.ro;2performant;15.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://nailshop.ro;activ
AF0699;Comision afiliere — automobilus.ro;Afiliere;RO;2performant;automobilus.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;are pagina;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://automobilus.ro;activ
AF0700;Comision afiliere — rowenta.ro;Afiliere;RO;2performant;rowenta.ro;2performant;4.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.rowenta.ro/;activ
AF0701;Comision afiliere — mxenduro.ro;Afiliere;RO;2performant;mxenduro.ro;2performant;10.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://mxenduro.ro;activ
AF0702;Comision afiliere — spy-shop.ro;Afiliere;RO;2performant;spy-shop.ro;2performant;2.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.spy-shop.ro/;activ
AF0703;Comision afiliere — petmart.ro;Afiliere;RO;2performant;petmart.ro;2performant;5.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://www.petmart.ro/;activ
AF0704;Comision afiliere — bsgmag.ro;Afiliere;RO;2performant;bsgmag.ro;2performant;3.0;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;#999;https://bsgmag.ro;activ
